Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Expression pHDB3	Expression pLCV1	qValue pHDB3 vs pLCV1	Fold-change pLCV1/pHDB3
3925153	3925178	3926170	3926260	+	asnA	b3744	asparagine synthetase A	549	491	0.166051124	0.89435337
1209569	1209569	1210402	1210402	+	mcrA	b1159	e14 prophage; 5-methylcytosine-specific restriction endonuclease B	46	41	0.173262302	0.891304348
3440639	3440493	3440137	3440137	-	rpsM	b3298	30S ribosomal subunit protein S13	32768	30928	0.173262302	0.943847656
214179	214125	213925		-	yaeP	b4406	conserved protein	331	327	0.174650293	0.987915408
4040166	4040022	4039438		-	mobA	b3857	molybdopterin-guanine dinucleotide synthase	88	82	0.174650293	0.931818182
2510925	2511064	2512266	2512352	+	nupC	b2393	nucleoside (except guanosine) transporter	812	992	0.175583906	1.221674877
3054188	3054263	3054811	3054827	+	ygfA	b2912	conserved protein, 5-formyltetrahydrofolate cyclo-ligase family	138	132	0.175583906	0.956521739
1200692	1200720	1201061	1201061	+	ymfI	b1143	e14 prophage; predicted protein	142	133	0.177161643	0.936619718
683654	683635	682700	682700	-	rihA	b0651	ribonucleoside hydrolase 1	79	106	0.178575364	1.341772152
	442865	442275	442253	-	yajL	b0424	Oxidative-stress-resistance chaperone	142	132	0.179141594	0.929577465
12	190	255	336	+	thrL	b0001	thr operon leader peptide	894	867	0.179760462	0.969798658
1515262	1515218	1515123	1515011	-	yncL	b4598	hypothetical protein	281	231	0.183007566	0.822064057
1145981	1146017	1146538	1146577	+	yceD	b1088	conserved protein, DUF177 family	11503	10994	0.186912079	0.955750674
3448269	3448255	3447923	3447906	-	rplV	b3315	50S ribosomal subunit protein L22	39879	38213	0.187199324	0.958223626
765102	765098	764376	764376	-	mngR	b0730	DNA-binding transcriptional dual regulator, fatty-acyl-binding	89	89	0.187259772	1
1193511	1193511	1193050	1192997	-	nudJ	b1134	bifunctional thiamin pyrimidine pyrophosphate hydrolase/ thiamin pyrophosphate hydrolase	106	100	0.191233147	0.943396226
1222212	1222211	1221867	1221858	-	ymgG	b1172	conserved protein, UPF0757 family	140	131	0.191233147	0.935714286
1309081	1309113	1309832	1309832	+	tonB	b1252	membrane spanning protein in TonB-ExbB-ExbD transport complex	95	93	0.191233147	0.978947368
	1951466	1952437	1952437	+	cmoB	b1871	tRNA mo(5)U34 methyltransferase, SAM-dependent	294	268	0.191233147	0.911564626
2412787	2411154	2410699	2410697	-	yfbV	b2295	inner membrane protein, UPF0208 family	118	112	0.191233147	0.949152542
	2909113	2908778	2908708	-	mazF	b2782	mRNA interferase toxin, antitoxin is MazE	220	212	0.191233147	0.963636364
4278003	4278003	4279652	4279652	+	yjcE	b4065	predicted cation/proton antiporter	45	43	0.192392151	0.955555556
124490			124446	-	-	predicted RNA	antisense: aceE	1285	1245	0.192655226	0.968871595
	684478	683753	683753	-	gltL	b0652	glutamate and aspartate transporter subunit	85	84	0.192655226	0.988235294
754177	754400	754789		+	sdhC	b0721	succinate dehydrogenase, membrane subunit, binds cytochrome b556	349	460	0.192655226	1.318051576
3057754	3057775	3058668	3058668	+	argP	b2916	DNA-binding transcriptional activator, replication initiation inhibitor	91	85	0.192655226	0.934065934
3732925	3733002	3734180	3734180	+	xylR	b3569	DNA-binding transcriptional activator, xylose-binding	41	39	0.197047921	0.951219512
2589065	2588888	2588829	2588779	-	ypfM	b4606	hypothetical protein	60	80	0.199442762	1.333333333
4437502	4437610	4437816	4437852	+	ytfK	b4217	conserved protein, DUF1107 family	271	260	0.199442762	0.959409594
2927541	2927598	2928965	2928965	+	sdaB	b2797	L-serine deaminase II	1094	1239	0.200298148	1.132541133
177661	177624	177001	176703	-	yadS	b0157	inner membrane protein, UPF0126 family	123	117	0.201214896	0.951219512
2812824			2812901	+	micA	b4442	-	92	76	0.201214896	0.826086957
3396400	3396400	3395807		-	yhdE	b3248	conserved protein, Maf family of nucleotide-binding proteins	485	444	0.201214896	0.915463918
	2732195	2729622	2729583	-	clpB	b2592	protein disaggregation chaperone	540	601	0.201935687	1.112962963
1928480	1928414	1928058	1928031	-	yebF	b1847	secreted protein	178	178	0.203870491	1
1150628	1150838	1151074	1151074	+	acpP	b1094	acyl carrier protein (ACP)	51392	49303	0.206069348	0.95935165
2909392	2909361	2909113		-	mazE	b2783	antitoxin of the ChpA-ChpR toxin-antitoxin system	224	216	0.208048314	0.964285714
4295172	4295148	4294459	4294459	-	yjcO	b4078	conserved protein	88	87	0.20835847	0.988636364
4609164	4609419	4610024	4610150	+	osmY	b4376	periplasmic protein	103	103	0.20835847	1
	4171105	4172070	4172570	+	birA	b3973	bifunctional biotin-[acetylCoA carboxylase] holoenzyme synthetase/ DNA-binding transcriptional repressor, bio-5'-AMP-binding	340	306	0.208764464	0.9
269630	269827	270978	271319	+	insI	b0256	IS30 transposase	63	62	0.209810518	0.984126984
1785449	1785469	1786302	1786458	+	ppsR	b1703	bifunctional regulatory protein: PEP synthase kinase and PEP synthase pyrophosphorylase	71	69	0.210029848	0.971830986
1790771	1790755	1790291	1790193	-	nlpC	b1708	predicted peptidase, C40 clan, lipoprotein	175	165	0.210029848	0.942857143
3208585	3208565	3207552	3207352	-	gcp	b3064	glycation-binding protein, predicted protease/chaperone; essential for genome maintenance	250	217	0.210029848	0.868
1289465	1289465	1290478	1290657	+	rssB	b1235	response regulator binding RpoS to initiate proteolysis by ClpXP; required for the PcnB-degradosome interaction during stationary phase	80	75	0.21084507	0.9375
2874599	2874603	2875640	2875640	+	iap	b2753	aminopeptidase in alkaline phosphatase isozyme conversion	70	68	0.212370415	0.971428571
1894793	1894956	1896320	1896320	+	sdaA	b1814	L-serine deaminase I	361	316	0.212985344	0.87534626
1403978	1404003	1404566	1404566	+	ydaL	b1340	conserved protein	142	134	0.215159024	0.943661972
	755130	756896	756896	+	sdhA	b0723	succinate dehydrogenase, flavoprotein subunit	289	349	0.217391535	1.207612457
	2699020	2698640	2698640	-	acpS	b2563	holo-[acyl-carrier-protein] synthase 1	156	154	0.217391535	0.987179487
	4074169	4075041		+	yihY	b3886	predicted inner membrane protein	64	62	0.218134818	0.96875
2294356	2294342	2293605		-	ccmC	b2199	heme exporter subunit	53	49	0.218188407	0.924528302
3464770	3464747	3464271	3464256	-	bfr	b3336	bacterioferritin, iron storage and detoxification protein	110	105	0.219463251	0.954545455
	3396897	3396409	3396401	-	mreD	b3249	cell wall structural complex MreBCD transmembrane component MreD	648	589	0.222911435	0.908950617
4374289	4374340	4374465	4374556	+	ecnA	b4410	entericidin A membrane lipoprotein, antidote entericidin B	351	332	0.222911435	0.945868946
2296281	2296281	2295679	2295667	-	napC	b2202	Quinol dehydrogenase, electron source for NapAB	77	73	0.223484532	0.948051948
3867332	3867332	3866085	3866085	-	yidR	b3689	conserved protein	42	40	0.223613805	0.952380952
2744240	2744207	2743959	2743959	-	rpsP	b2609	30S ribosomal subunit protein S16	39991	38528	0.226472886	0.963416769
	1995838	1995086	1995086	-	yecC	b1917	predicted transporter subunit: ATP-binding component of ABC superfamily	76	75	0.226978054	0.986842105
	1176543	1177787	1177815	+	lolE	b1118	lipoprotein-releasing system transmembrane protein	387	338	0.229457818	0.873385013
4260861	4260863	4261105	4261110	+	pspG	b4050	phage shock protein G	196	186	0.232869821	0.948979592
2174343	2174343	2173081	2173072	-	gatZ	b2095	D-tagatose 1,6-bisphosphate aldolase 2, subunit	615	840	0.232899474	1.365853659
1126028	1126029	1126952	1126990	+	yceM	b1068	predicted oxidoreductase with NAD(P)-binding Rossmann-fold domain	55	52	0.236405543	0.945454545
	2375614	2374856	2374856	-	menH	b2263	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase	60	57	0.236405543	0.95
2589204	2589269	2589625	2589628	+	yffB	b2471	predicted reductase, function unknown, ArsC family; low abundance protein	174	174	0.236405543	1
236931			237007	+	aspV	b0216	Asp tRNA	518	478	0.238305348	0.922779923
1333315	1333315	1333482	1333714	+	yciX	b4523	hypothetical protein	340	332	0.24435712	0.976470588
4472147	4472147	4472740	4472740	+	yjgJ	b4251	predicted transcriptional regulator	102	101	0.244492124	0.990196078
756897	756912	757628	757687	+	sdhB	b0724	succinate dehydrogenase, FeS subunit	384	476	0.245326894	1.239583333
5021	5234	5530	5530	+	yaaX	b0005	predicted protein	68	58	0.24861843	0.852941176
	1051290	1051463	1051520	+	gnsA	b4517	Multicopy suppressor of secG(Cs) and fabA6(Ts); predicted regulator of phosphatidylethanolamine synthesis	380	381	0.24861843	1.002631579
2710817	2710786	2710049	2709979	-	yfiC	b2575	tRNA (adenine-N(6)-)-methyltransferase	116	108	0.24861843	0.931034483
3913995	3913995	3913576	3913565	-	atpC	b3731	F1 sector of membrane-bound ATP synthase, epsilon subunit	9036	8921	0.252142088	0.98727313
	119281	120135	120330	+	ampE	b0111	predicted inner membrane protein	53	50	0.252193527	0.943396226
188711	188650	185978	185978	-	glnD	b0167	uridylyltransferase	110	102	0.254912209	0.927272727
1871563	1871598	1872101	1872139	+	yeaK	b1787	conserved protein	149	145	0.256808686	0.973154362
2907802	2907688	2906051	2905964	-	pyrG	b2780	CTP synthetase	3651	3547	0.259058982	0.971514654
3442564	3442561	3442127	3442120	-	rplO	b3301	50S ribosomal subunit protein L15	26393	25703	0.262183323	0.973856704
849333	849320	848433	848433	-	rhtA	b0813	threonine and homoserine efflux system	62	61	0.263380047	0.983870968
1405993	1406074	1407057	1407066	+	ydaN	b1342	predicted Zn(II) transporter	82	78	0.264336272	0.951219512
1635870	1635806	1635633	1635567	-	gnsB	b1550	Qin prophage; multicopy suppressor of secG(Cs) and fabA6(Ts)	386	387	0.265142113	1.002590674
1755400	1755445	1755681	1755741	+	lpp	b1677	murein lipoprotein	39468	38513	0.267680191	0.975803182
4584953	4584972	4585886	4585894	+	mrr	b4351	methylated adenine and cytosine restriction protein	96	89	0.267680191	0.927083333
907515	907505	906075	905986	-	ybjT	b0869	conserved protein with NAD(P)-binding Rossmann-fold domain	53	52	0.269222746	0.981132075
	219594	218887	218790	-	yaeB	b0195	conserved protein, UPF0066 family	82	82	0.273187783	1
252299	252301	252699	252708	+	yafO	b0233	mRNA interferase toxin of the YafO-YafN toxin-antitoxin system	52	45	0.273187783	0.865384615
1317812	1317809	1316451	1316440	-	trpC	b1262	fused indole-3-glycerolphosphate synthetase/N-(5-phosphoribosyl)anthranilate isomerase	43	43	0.273187783	1
2717242	2717245	2717943	2717974	+	yfiP	b2583	conserved protein, DTW domain	90	91	0.273187783	1.011111111
416338	416366	417055	417082	+	phoB	b0399	DNA-binding response regulator in two-component regulatory system with PhoR (or CreC)	73	70	0.273858988	0.95890411
2403444	2403094	2402651	2402651	-	nuoA	b2288	NADH:ubiquinone oxidoreductase, membrane subunit A	2886	3126	0.273858988	1.083160083
2689120	2689120	2687693	2687657	-	glrK	b2556	Sensor protein kinase regulating glmY sRNA in two-component system with response regulator GlrR	43	44	0.273858988	1.023255814
490086	490106	490483	490544	+	ybaN	b0468	inner membrane protein, DUF454 family	163	165	0.275126965	1.012269939
2097816	2097637	2096471	2096387	-	ugd	b2028	UDP-glucose 6-dehydrogenase	48	47	0.275126965	0.979166667
1922615	1922615	1921743	1921743	-	yebZ	b1840	inner membrane protein	410	364	0.279729644	0.887804878
1948797	1948856	1949422		+	yecD	b1867	predicted hydrolase	100	98	0.279729644	0.98
3376858	3376673	3376245	3376245	-	rplM	b3231	50S ribosomal subunit protein L13	14295	13889	0.279729644	0.971598461
3382523	3382290	3381352	3381340	-	mdh	b3236	malate dehydrogenase, NAD(P)-binding	1593	1738	0.279729644	1.091023227
	3446590	3446336	3446240	-	rpsQ	b3311	30S ribosomal subunit protein S17	14526	14051	0.279729644	0.967300014
3599027	3598806	3597952	3597943	-	rpoH	b3461	RNA polymerase, sigma 32 (sigma H) factor	621	572	0.279729644	0.921095008
	3777850	3779040	3779040	+	lldD	b3605	L-lactate dehydrogenase, FMN-linked	58	58	0.279729644	1
3918972	3918911	3918441	3918427	-	atpF	b3736	F0 sector of membrane-bound ATP synthase, subunit b	9403	10487	0.279729644	1.115282357
4054393	4054362	4053313	4053302	-	glnL	b3869	sensory histidine kinase in two-component regulatory system with GlnG	56	57	0.279729644	1.017857143
4111299	4111316	4111744	4111744	+	uspD	b3923	stress-induced protein	148	150	0.279729644	1.013513514
2022867	2022847	2022659	2022617	-	dsrB	b1952	predicted protein	236	226	0.279904038	0.957627119
4009099	4009099	4009998	4009998	+	yigM	b3827	predicted inner membrane protein	107	94	0.284379719	0.878504673
437538	437359	436385	436385	-	yajO	b0419	2-carboxybenzaldehyde reductase, function unknown	85	81	0.285993971	0.952941176
3607158	3607240	3607905	3607975	+	yhhQ	b3471	inner membrane protein, DUF165 family	91	93	0.285993971	1.021978022
	754783	755130		+	sdhD	b0722	succinate dehydrogenase, membrane subunit, binds cytochrome b556	263	334	0.286128493	1.269961977
	2423255	2422539	2422538	-	hisM	b2307	histidine/lysine/arginine/ornithine transporter subunit	77	76	0.286128493	0.987012987
4119774	4119770	4118439	4118385	-	hslU	b3931	molecular chaperone and ATPase component of HslUV protease	1034	1111	0.288376014	1.074468085
	685152	684478		-	gltK	b0653	glutamate and aspartate transporter subunit	85	85	0.290533353	1
3502063	3502074	3502805	3502805	+	frlR	b3375	predicted DNA-binding transcriptional regulator	84	86	0.290670748	1.023809524
2532044	2532088	2533815	2533855	+	ptsI	b2416	PEP-protein phosphotransferase of PTS system (enzyme I)	4328	4219	0.291577048	0.974815157
4631846	4631768	4631256	4631256	-	yjjX	b4394	inosine/xanthosine triphosphatase	144	142	0.291577048	0.986111111
2362576	2362576	2363001	2363001	+	nudI	b2251	nucleoside triphosphatase	37	44	0.293090186	1.189189189
3440136	3440120	3439731	3439698	-	rpsK	b3297	30S ribosomal subunit protein S11	24749	24344	0.293090186	0.983635702
4178517	4178583	4178948	4178948	+	rplL	b3986	50S ribosomal subunit protein L7/L12	128267	114234	0.293090186	0.890595399
2922150	2922135	2921806		-	yqcC	b2792	conserved protein	234	227	0.293447494	0.97008547
1027149	1027169	1027582	1027582	+	yccU	b0965	predicted CoA-binding protein with NAD(P)-binding Rossmann-fold domain	216	198	0.297453615	0.916666667
60346	60346	59687	59662	-	rluA	b0058	pseudouridine synthase for 23S rRNA (position 746) and tRNAphe(position 32)	631	546	0.299935834	0.865293185
1359911	1359935	1360492	1360518	+	puuR	b1299	DNA-binding transcriptional repressor for the puu divergon	70	65	0.300272837	0.928571429
	99644	100711	100764	+	murG	b0090	N-acetylglucosaminyl transferase	275	256	0.300444726	0.930909091
1120783	1120710	1120465	1120465	-	dinI	b1061	DNA damage-inducible protein I	381	341	0.300478902	0.895013123
4506853	4506640	4505489	4505415	-	insI	b4284	IS30 transposase	47	47	0.300478902	1
1299787			1299745	-	-	predicted RNA	antisense: oppA	1165	1125	0.307437175	0.965665236
2377369	2377281	2375611		-	menD	b2264	bifunctional 2-oxoglutarate decarboxylase/ SHCHC synthase	43	42	0.307437175	0.976744186
3359198	3359198	3359962	3359962	+	gltF	b3214	periplasmic protein	80	81	0.307437175	1.0125
3445789	3445789	3445475	3445461	-	rplX	b3309	50S ribosomal subunit protein L24	47056	46527	0.307437175	0.988758075
3646007	3645856	3645728	3645728	-	dinQ	b4613	Damage inducible, function unknown	403	391	0.307437175	0.970223325
3931794	3931801	3933306	3933310	+	rbsA	b3749	fused D-ribose transporter subunits of ABC superfamily: ATP-binding components	116	157	0.307437175	1.353448276
190601	190857	191708	191708	+	tsf	b0170	protein chain elongation factor EF-Ts	15996	15982	0.308802826	0.999124781
449886	449865	447874		-	cyoB	b0431	cytochrome o ubiquinol oxidase subunit I	4342	4303	0.308802826	0.991017964
2556816	2556701	2555340	2555322	-	eutB	b2441	ethanolamine ammonia-lyase, large subunit, heavy chain	45	46	0.308802826	1.022222222
2743361	2743361	2742594	2742578	-	trmD	b2607	tRNA m(1)G37 methyltransferase, SAM-dependent	37714	37069	0.308802826	0.982897598
288409	288386	287628	287628	-	yagI	b0272	CP4-6 prophage; predicted DNA-binding transcriptional regulator	68	67	0.309580564	0.985294118
530450	530450	529356	529336	-	selU	b0503	tRNA 2-selenouridine synthase, selenophosphate-dependent	50	49	0.309580564	0.98
556096	556096	555884	555827	-	ybcJ	b0528	Ribosome-associated protein; predicted RNA-binding protein	141	119	0.309580564	0.843971631
	1590200	1588878	1588848	-	hipA	b1507	serine protein kinase required for perister formation; toxin of HipAB toxin-antitoxin system	59	57	0.309953108	0.966101695
3813791	3813791	3813150	3813150	-	pyrE	b3642	orotate phosphoribosyltransferase	76	73	0.309953108	0.960526316
	178462	177662	177641	-	btuF	b0158	vitamin B12 transporter subunit: periplasmic-binding component of ABC superfamily	98	95	0.311539742	0.969387755
1496913	1496962	1497501	1497501	+	rimL	b1427	ribosomal-protein-L7/L12-serine acetyltransferase	85	82	0.31172206	0.964705882
2477217	2477224	2478552	2478552	+	dsdA	b2366	D-serine dehydratase	42	42	0.31172206	1
3136749	3136749	3137615	3137615	+	yghU	b2989	predicted S-transferase	83	82	0.31172206	0.987951807
3444906	3444906	3444601	3444568	-	rpsN	b3307	30S ribosomal subunit protein S14	24584	24275	0.313713953	0.987430849
3054871			3055010	+	sibC	b4446	-	62	53	0.314367354	0.85483871
2683594	2683529	2682276	2682276	-	glyA	b2551	serine hydroxymethyltransferase	993	1066	0.316453753	1.073514602
	3174028	3173447	3173419	-	yqiA	b3031	acyl CoA esterase in vitro	460	418	0.316453753	0.908695652
584882	584856	583903	583770	-	ompT	b0565	DLP12 prophage; outer membrane protease VII (outer membrane protein 3b)	8832	8793	0.317411061	0.995584239
1507949	1508027	1509433	1509488	+	ydcR	b1439	fused predicted DNA-binding transcriptional regulator/predicted amino transferase	62	58	0.317411061	0.935483871
3331545	3331473	3331162	3331162	-	rplU	b3186	50S ribosomal subunit protein L21	30583	30336	0.317411061	0.991923618
3931349	3931374	3931793	3931793	+	rbsD	b3748	predicted cytoplasmic sugar-binding protein	695	867	0.319952117	1.247482014
169728	169778	170575		+	fhuC	b0151	iron-hydroxamate transporter subunit	47	43	0.322137204	0.914893617
1486244	1486256	1487695	1487695	+	aldA	b1415	aldehyde dehydrogenase A, NAD-linked	104	134	0.322137204	1.288461538
3560032	3560036	3561541	3561541	+	glpD	b3426	sn-glycerol-3-phosphate dehydrogenase, aerobic, FAD/NAD(P)-binding	43	44	0.322137204	1.023255814
3809433			3809552	+	-	predicted RNA	antisense: rpmB rpmG	2048	1816	0.322137204	0.88671875
3386971	3387542	3388471	3388471	+	aaeR	b3243	transcriptional regulator for aaeXAB operon	65	66	0.324223838	1.015384615
